Date,Open,High,Low,Close,Adj Close,Volume
2018-02-22,925.000000,930.000000,920.775024,926.599976,898.617310,6626798
2018-02-23,928.450012,942.424988,925.200012,940.275024,911.879456,2038374
2018-02-26,944.049988,957.400024,941.775024,955.775024,926.911316,2394442
2018-02-27,957.375000,960.875000,950.000000,951.275024,922.547180,2393664
2018-02-28,944.775024,947.724976,939.000000,942.099976,913.649292,2033182
2018-03-01,939.650024,946.650024,934.000000,937.174988,908.872986,1954920
2018-03-05,937.075012,939.000000,929.125000,934.974976,906.739502,1890732
2018-03-06,935.000000,939.950012,919.750000,923.125000,895.247314,2288414
2018-03-07,920.000000,926.700012,914.250000,916.299988,888.628479,2814082
2018-03-08,919.900024,929.250000,916.000000,926.424988,898.447632,2759362
2018-03-09,927.474976,932.625000,922.000000,925.525024,897.574890,2054054
2018-03-12,930.099976,934.724976,926.700012,933.625000,905.430176,3278558
2018-03-13,933.724976,942.375000,927.500000,930.125000,902.036011,2562100
2018-03-14,928.000000,933.950012,924.000000,932.250000,904.096680,1840196
2018-03-15,932.599976,943.750000,932.599976,940.400024,912.000732,2935462
2018-03-16,940.000000,940.549988,923.275024,926.500000,898.520386,3948168
2018-03-19,926.500000,930.000000,921.575012,923.625000,895.732178,3919370
2018-03-20,922.549988,927.950012,917.625000,919.750000,891.974304,1828686
2018-03-21,924.000000,931.599976,921.650024,929.450012,901.381348,2960570
2018-03-22,929.450012,940.000000,927.549988,933.875000,905.672668,3336612
2018-03-23,923.325012,926.549988,918.625000,920.775024,892.968323,3595076
2018-03-26,919.950012,950.000000,916.750000,946.724976,918.134583,5250884
2018-03-27,946.900024,949.500000,938.000000,946.299988,917.722534,3068418
2018-03-28,941.474976,949.849976,938.025024,943.049988,914.570557,4418754
2018-04-02,945.250000,967.875000,945.250000,965.599976,936.439575,2298184
2018-04-03,961.974976,962.849976,955.500000,957.950012,929.020630,2039942
2018-04-04,956.474976,962.474976,939.224976,941.625000,913.188660,1857054
2018-04-05,950.650024,957.000000,945.099976,954.450012,925.626404,2429446
2018-04-06,956.099976,963.224976,952.900024,961.700012,932.657349,1860004
2018-04-09,959.400024,971.000000,958.200012,969.525024,940.246094,2001768
2018-04-10,971.500000,971.500000,956.750000,960.424988,931.420898,3033618
2018-04-11,957.950012,960.000000,952.700012,959.424988,930.451111,1435406
2018-04-12,958.000000,966.450012,952.950012,964.400024,935.275879,2356258
2018-04-13,964.000000,970.000000,959.549988,962.500000,933.433289,1648586
2018-04-16,960.000000,975.000000,959.924988,971.049988,941.725037,1423872
2018-04-17,971.750000,975.500000,967.049988,974.250000,944.828430,1333916
2018-04-18,975.500000,976.750000,965.025024,966.299988,937.118408,1356360
2018-04-19,970.000000,972.400024,966.500000,969.500000,940.221863,1584516
2018-04-20,970.500000,980.500000,966.075012,977.950012,948.416687,4680690
2018-04-23,989.500000,989.500000,930.150024,967.875000,938.645996,7652310
2018-04-24,967.500000,974.025024,963.000000,967.500000,938.282227,2518708
2018-04-25,963.950012,969.000000,956.000000,960.375000,931.372375,2010296
2018-04-26,958.400024,969.599976,955.625000,965.125000,935.978943,3923740
2018-04-27,966.500000,967.750000,956.250000,961.700012,932.657349,2888504
2018-04-30,965.000000,977.400024,964.400024,972.150024,942.791809,2304776
2018-05-02,975.000000,989.000000,973.000000,984.750000,955.011292,3550024
2018-05-03,984.025024,987.450012,973.000000,983.950012,954.235413,2076386
2018-05-04,985.000000,995.000000,983.150024,994.250000,964.224426,3440718
2018-05-07,990.825012,993.650024,987.500000,988.700012,958.842041,2632064
2018-05-08,989.625000,989.950012,977.299988,983.525024,953.823242,3550282
2018-05-09,978.075012,990.250000,978.075012,989.200012,959.326904,2163666
2018-05-10,994.299988,999.500000,991.000000,996.349976,966.260986,3585836
2018-05-11,996.349976,1008.500000,993.000000,1005.875000,975.498291,3028534
2018-05-14,1008.599976,1013.700012,1006.200012,1010.875000,980.347351,2371458
2018-05-15,1013.525024,1032.500000,1013.349976,1018.900024,988.130005,4913342
2018-05-16,1015.275024,1024.500000,1008.575012,1011.674988,981.123169,3420802
2018-05-17,1011.924988,1022.224976,1006.250000,1013.875000,983.256775,3307738
2018-05-18,1012.349976,1012.349976,1001.750000,1006.075012,975.692261,2608730
2018-05-21,1008.049988,1010.500000,993.025024,996.525024,966.430786,2424054
2018-05-22,999.349976,1006.974976,992.750000,994.950012,964.903320,1980186
2018-05-23,993.900024,997.000000,981.700012,983.750000,954.041443,2863146
2018-05-24,983.549988,995.125000,978.174988,993.000000,963.012146,2260372
2018-05-25,995.000000,1008.000000,994.950012,1004.349976,974.019348,2379794
2018-05-28,1003.900024,1026.000000,1003.000000,1021.099976,990.263489,2551970
2018-05-29,1019.000000,1026.349976,1014.400024,1016.299988,985.608459,1675622
2018-05-30,1009.849976,1026.500000,1008.150024,1024.175049,993.245789,2433498
2018-05-31,1050.000000,1080.000000,1040.000000,1069.724976,1044.046265,19819596
2018-06-01,1058.000000,1069.000000,1050.500000,1055.300049,1029.967651,10575678
2018-06-04,1075.000000,1078.500000,1018.974976,1023.099976,998.540466,44398162
2018-06-05,1025.000000,1033.474976,1011.500000,1031.800049,1007.031677,8552730
2018-06-06,1030.099976,1032.400024,1022.500000,1028.675049,1003.981689,4891000
2018-06-07,1036.599976,1039.900024,1026.599976,1031.099976,1006.348389,5281948
2018-06-08,1029.500000,1030.625000,1017.500000,1024.675049,1000.077759,3090444
2018-06-11,1025.949951,1031.474976,1019.400024,1021.150024,996.637329,3545594
2018-06-12,1025.949951,1026.349976,1019.200012,1021.924988,997.393616,2617128
2018-06-13,1026.000000,1027.400024,1012.049988,1015.724976,991.342468,3948980
2018-06-14,1015.000000,1022.500000,1012.500000,1018.700012,994.246094,8463788
2018-06-15,1013.000000,1019.450012,1011.150024,1014.799988,990.439697,5440408
2018-06-18,1015.049988,1019.400024,1004.549988,1009.575012,985.340210,3743702
2018-06-19,1012.474976,1020.349976,1009.650024,1011.750000,987.462952,5490576
2018-06-20,1013.000000,1029.000000,1012.500000,1028.074951,1003.396057,4525856
2018-06-21,1030.000000,1035.400024,1023.525024,1028.800049,1004.103699,6755352
2018-06-22,1028.474976,1044.400024,1024.925049,1041.675049,1016.669617,3924490
2018-06-25,1041.525024,1048.900024,1036.525024,1047.474976,1022.330383,3496168
2018-06-26,1043.025024,1051.500000,1039.925049,1046.849976,1021.720276,4580966
2018-06-27,1046.500000,1059.750000,1045.000000,1056.300049,1030.943604,9563402
2018-06-28,1057.500000,1070.000000,1055.599976,1065.425049,1039.849487,18766770
2018-06-29,1060.849976,1070.000000,1052.550049,1054.224976,1028.918335,9729060
2018-07-02,1054.175049,1054.199951,1031.625000,1036.625000,1011.740784,4932438
2018-07-03,1036.625000,1042.500000,1032.800049,1035.099976,1010.252441,3431550
2018-07-04,1038.125000,1054.025024,1034.500000,1051.775024,1026.527100,3048996
2018-07-05,1052.500000,1064.500000,1046.275024,1061.875000,1036.384766,4867984
2018-07-06,1056.650024,1067.775024,1055.675049,1057.574951,1032.187988,4060672
2018-07-09,1060.925049,1065.000000,1053.875000,1062.824951,1037.311890,3091148
2018-07-10,1064.949951,1074.800049,1062.500000,1073.199951,1047.437744,5475368
2018-07-11,1072.525024,1077.849976,1067.400024,1074.125000,1048.340576,2928960
2018-07-12,1076.449951,1089.925049,1076.000000,1082.974976,1056.978027,4010334
2018-07-13,1084.199951,1095.400024,1081.550049,1090.449951,1064.273560,3580594
2018-07-16,1089.699951,1095.025024,1081.875000,1084.425049,1058.393433,4508668
2018-07-17,1081.625000,1090.500000,1081.625000,1088.375000,1062.248535,3180962
2018-07-18,1093.500000,1110.000000,1086.824951,1088.099976,1061.980225,8730136
2018-07-19,1091.500000,1096.750000,1085.500000,1093.050049,1066.811279,2652388
2018-07-20,1093.050049,1101.425049,1085.550049,1094.525024,1068.251099,5003482
2018-07-23,1075.000000,1089.000000,1069.025024,1078.224976,1052.342163,8440066
2018-07-24,1073.500000,1084.500000,1073.500000,1079.875000,1053.952637,2604396
2018-07-25,1082.324951,1088.400024,1080.000000,1085.175049,1059.125488,3519308
2018-07-26,1082.500000,1101.724976,1082.500000,1096.300049,1069.983398,10640546
2018-07-27,1100.974976,1105.974976,1092.349976,1101.074951,1074.643555,5277298
2018-07-30,1099.500000,1099.500000,1079.699951,1084.949951,1058.905762,3584560
2018-07-31,1080.000000,1092.949951,1075.025024,1089.750000,1063.590576,4430472
2018-08-01,1081.400024,1087.500000,1075.849976,1079.349976,1053.440186,3035780
2018-08-02,1076.750000,1076.849976,1060.675049,1065.099976,1039.532349,4452852
2018-08-03,1066.775024,1073.525024,1057.000000,1060.824951,1035.359741,6802004
2018-08-06,1060.500000,1068.699951,1053.050049,1057.150024,1031.773071,2872316
2018-08-07,1062.500000,1067.250000,1054.000000,1065.449951,1039.873901,3714228
2018-08-08,1067.925049,1075.900024,1066.525024,1068.175049,1042.533447,4972690
2018-08-09,1071.000000,1071.000000,1047.324951,1059.250000,1033.822754,4472204
2018-08-10,1061.750000,1061.900024,1049.000000,1057.224976,1031.846191,2721470
2018-08-13,1042.000000,1051.974976,1040.000000,1045.824951,1020.719971,5027126
2018-08-14,1049.000000,1052.500000,1043.599976,1044.550049,1019.475647,2467982
2018-08-16,1041.500000,1043.349976,1033.199951,1037.849976,1012.936462,5312580
2018-08-17,1041.449951,1046.525024,1035.824951,1038.675049,1013.741638,3032664
2018-08-20,1037.500000,1053.800049,1037.500000,1048.099976,1022.940369,3905568
2018-08-21,1049.000000,1056.000000,1046.324951,1048.025024,1022.867249,3888160
2018-08-23,1052.500000,1053.500000,1038.425049,1039.949951,1014.985840,6287276
2018-08-24,1035.500000,1046.800049,1033.025024,1034.925049,1010.081665,4857314
2018-08-27,1038.500000,1044.250000,1035.125000,1040.224976,1015.254333,6287394
2018-08-28,1044.000000,1049.125000,1039.400024,1047.425049,1022.281616,4986766
2018-08-29,1046.074951,1047.025024,1036.375000,1039.250000,1014.302856,4936846
2018-08-30,1041.800049,1043.949951,1030.925049,1033.050049,1008.251770,10913730
2018-08-31,1034.599976,1039.375000,1029.125000,1030.599976,1005.860474,7885750
2018-09-03,1034.699951,1039.474976,1031.750000,1037.525024,1012.619202,3830804
2018-09-04,1038.449951,1038.974976,1024.500000,1025.900024,1001.273254,3565268
2018-09-05,1026.900024,1030.099976,1017.775024,1022.924988,998.369690,2820754
2018-09-06,1024.500000,1029.500000,1016.299988,1026.099976,1001.468384,5201206
2018-09-07,1025.500000,1030.000000,1020.375000,1028.474976,1003.786438,2959650
2018-09-10,1027.500000,1027.500000,1012.549988,1020.575012,996.076111,4299296
2018-09-11,1023.150024,1024.000000,997.075012,1000.200012,976.190247,9093268
2018-09-12,1000.950012,1010.674988,994.775024,1005.924988,981.777771,6123004
2018-09-14,1009.924988,1018.700012,1009.474976,1014.799988,990.439697,5167336
2018-09-17,1010.650024,1011.474976,994.000000,996.099976,972.188599,4669110
2018-09-18,997.450012,1004.924988,990.474976,994.599976,970.724609,4662868
2018-09-19,997.424988,999.000000,978.250000,980.674988,957.133911,8356132
2018-09-21,986.950012,999.924988,955.099976,985.125000,961.477051,11305074
2018-09-24,983.625000,986.099976,957.500000,962.849976,939.736755,6695396
2018-09-25,962.849976,981.000000,957.500000,976.200012,952.766357,8341276
2018-09-26,981.474976,989.000000,977.650024,984.099976,960.476685,7363362
2018-09-27,984.700012,993.000000,977.575012,988.075012,964.356262,9176104
2018-09-28,990.325012,1007.724976,988.575012,1003.025024,978.947449,7230358
2018-10-01,1004.900024,1021.000000,998.900024,1017.724976,993.294434,6224794
2018-10-03,1015.224976,1026.099976,1003.500000,1015.575012,991.196167,7666074
2018-10-04,1004.000000,1008.900024,971.500000,978.875000,955.377075,8985292
2018-10-05,976.974976,995.000000,970.075012,982.650024,959.061523,7864590
2018-10-08,982.500000,984.500000,965.000000,972.500000,949.155151,10064010
2018-10-09,972.200012,982.500000,965.000000,970.299988,947.007996,6229682
2018-10-10,972.500000,991.125000,967.750000,983.575012,959.964294,7969966
2018-10-11,962.500000,974.150024,958.799988,968.775024,945.519592,7179952
2018-10-12,972.500000,998.549988,971.000000,990.924988,967.137817,4800160
2018-10-15,995.000000,1005.400024,985.150024,1004.025024,979.923401,6292984
2018-10-16,1001.500000,1009.099976,993.750000,996.375000,972.457031,4703002
2018-10-17,1003.049988,1006.500000,981.750000,987.299988,963.599854,3970398
2018-10-19,979.450012,990.424988,979.000000,983.875000,960.257080,4933674
2018-10-22,1007.000000,1010.000000,994.299988,999.450012,975.458252,10165580
2018-10-23,986.500000,999.450012,986.500000,992.424988,968.601868,9714282
2018-10-24,1002.000000,1004.400024,986.299988,996.125000,972.213013,9036168
2018-10-25,986.799988,1001.799988,981.224976,984.400024,960.769531,14923528
2018-10-26,984.400024,988.599976,974.500000,980.599976,957.060669,7577856
2018-10-29,982.049988,982.474976,947.599976,963.150024,940.029541,8522140
2018-10-30,962.500000,966.000000,949.650024,956.375000,933.417236,6914352
2018-10-31,951.025024,958.950012,942.500000,955.875000,932.929260,11724702
2018-11-01,965.000000,965.000000,948.000000,956.099976,933.148804,9814526
2018-11-02,963.000000,980.000000,956.000000,974.724976,951.326721,15046434
2018-11-05,974.950012,979.825012,969.000000,978.000000,954.523071,2852648
2018-11-06,977.500000,988.000000,971.474976,973.275024,949.911621,4242794
2018-11-07,980.500000,982.474976,975.000000,978.974976,955.474670,479380
2018-11-09,979.099976,979.950012,968.150024,972.700012,949.350403,5050810
2018-11-12,975.750000,981.000000,958.575012,960.525024,937.467590,3953882
2018-11-13,959.500000,968.849976,954.099976,963.875000,940.737183,6675210
2018-11-14,969.275024,980.000000,968.299988,978.875000,955.377075,13055318
2018-11-15,980.950012,988.650024,965.599976,987.575012,963.868225,5196262
2018-11-16,990.500000,1006.500000,990.000000,1002.150024,978.093384,7906608
2018-11-19,1005.500000,1010.500000,1000.950012,1006.950012,982.778259,6143214
2018-11-20,1006.500000,1009.799988,999.525024,1006.224976,982.070557,2852584
2018-11-21,1006.375000,1011.974976,1002.000000,1009.375000,985.144958,3272802
2018-11-22,1006.625000,1017.500000,1000.075012,1002.750000,978.679016,6487276
2018-11-26,1006.950012,1026.000000,1006.025024,1024.900024,1000.297302,9092218
2018-11-27,1020.525024,1033.949951,1020.375000,1032.000000,1007.226868,6447720
2018-11-28,1032.500000,1049.300049,1030.050049,1044.625000,1019.548889,6510554
2018-11-29,1050.500000,1068.699951,1047.000000,1065.525024,1039.947144,15954318
2018-11-30,1065.000000,1068.775024,1055.000000,1064.224976,1038.678101,6520462
2018-12-03,1065.500000,1071.000000,1053.449951,1056.650024,1031.285156,5399928
2018-12-04,1052.699951,1055.500000,1039.300049,1042.775024,1017.743103,4078710
2018-12-05,1039.000000,1052.650024,1037.974976,1049.599976,1024.404297,5899422
2018-12-06,1044.849976,1050.824951,1042.500000,1048.525024,1023.355103,5865126
2018-12-07,1053.349976,1059.000000,1040.150024,1053.800049,1028.503662,4951960
2018-12-10,1032.949951,1052.400024,1032.949951,1044.375000,1019.304626,5457528
2018-12-11,1028.000000,1035.650024,1016.000000,1029.775024,1005.055298,9452890
2018-12-12,1033.474976,1044.900024,1030.050049,1042.650024,1017.621216,5685244
2018-12-13,1047.500000,1062.500000,1045.650024,1050.650024,1025.429199,3532118
2018-12-14,1052.449951,1059.000000,1044.025024,1047.849976,1022.696350,3079142
2018-12-17,1052.000000,1066.300049,1049.500000,1065.099976,1039.532349,4218662
2018-12-18,1062.000000,1069.500000,1051.300049,1067.724976,1042.094238,3706984
2018-12-19,1066.550049,1079.699951,1056.775024,1061.724976,1036.238403,4504948
2018-12-20,1056.275024,1070.224976,1051.324951,1068.724976,1043.070190,3990238
2018-12-21,1067.000000,1074.550049,1054.525024,1055.574951,1030.235962,5110154
2018-12-24,1052.000000,1052.000000,1038.675049,1040.324951,1015.351807,2800744
2018-12-26,1038.500000,1063.500000,1034.500000,1061.175049,1035.701416,3800958
2018-12-27,1066.500000,1069.099976,1049.224976,1052.525024,1027.259155,5819934
2018-12-28,1058.675049,1068.875000,1057.750000,1061.449951,1035.969849,4707806
2018-12-31,1068.500000,1068.500000,1058.349976,1060.849976,1035.384277,2933264
2019-01-01,1063.824951,1075.500000,1052.800049,1074.050049,1048.267578,3186720
2019-01-02,1071.400024,1073.750000,1059.849976,1064.250000,1038.702759,4067116
2019-01-03,1062.099976,1064.125000,1051.500000,1055.900024,1030.553101,6385832
2019-01-04,1057.625000,1064.250000,1055.175049,1058.724976,1033.310303,3643560
2019-01-07,1063.849976,1067.675049,1059.000000,1060.324951,1034.871826,2693506
2019-01-08,1061.000000,1061.750000,1048.324951,1051.500000,1026.258667,4171730
2019-01-09,1059.000000,1060.675049,1051.300049,1058.400024,1032.993164,4284314
2019-01-10,1058.500000,1061.900024,1046.324951,1054.250000,1028.942871,3845770
2019-01-11,1056.900024,1062.000000,1054.000000,1055.949951,1030.601929,3204020
2019-01-14,1054.949951,1054.949951,1049.224976,1050.824951,1025.599976,2427580
2019-01-15,1052.525024,1063.250000,1051.000000,1060.949951,1035.481934,2543778
2019-01-16,1060.025024,1062.500000,1054.125000,1060.099976,1034.652344,2626226
2019-01-17,1062.625000,1067.949951,1056.675049,1066.150024,1040.557129,4120114
2019-01-18,1067.500000,1069.500000,1057.275024,1065.125000,1039.556641,2603988
2019-01-21,1069.974976,1083.250000,1063.250000,1074.074951,1048.291870,8780756
2019-01-22,1073.000000,1073.400024,1064.525024,1067.925049,1042.289429,4398488
2019-01-23,1067.000000,1067.925049,1050.724976,1052.699951,1027.429932,3812144
2019-01-24,1055.000000,1060.824951,1048.949951,1051.125000,1025.892700,5055786
2019-01-25,1046.500000,1055.000000,1045.000000,1048.000000,1022.842712,5631118
2019-01-28,1045.000000,1051.025024,1038.375000,1042.074951,1017.059998,7680218
2019-01-29,1039.125000,1041.500000,1026.500000,1028.800049,1004.103699,7381394
2019-01-30,1028.625000,1028.625000,1014.000000,1017.349976,992.928528,9257080
2019-01-31,1015.500000,1044.875000,1011.000000,1039.974976,1015.010315,8289702
2019-02-01,1039.974976,1058.500000,1038.300049,1045.224976,1020.134338,7827094
2019-02-04,1047.500000,1056.500000,1041.324951,1052.449951,1027.185913,3969144
2019-02-05,1054.000000,1059.500000,1048.500000,1057.025024,1031.651123,4345144
2019-02-06,1058.125000,1063.500000,1056.800049,1061.324951,1035.847900,5437842
2019-02-07,1062.525024,1065.000000,1052.925049,1058.625000,1033.212646,3608654
2019-02-08,1056.000000,1072.474976,1053.324951,1061.324951,1035.847900,6117822
2019-02-11,1056.650024,1071.449951,1056.650024,1069.824951,1044.143799,3518182
2019-02-12,1069.000000,1074.000000,1062.400024,1064.849976,1039.288208,4886194
2019-02-14,1070.000000,1070.000000,1052.800049,1055.099976,1029.772339,3720694
2019-02-15,1053.675049,1054.050049,1039.099976,1050.324951,1025.111938,4208262
2019-02-18,1053.400024,1059.000000,1043.000000,1044.949951,1019.865906,3569372
2019-02-19,1044.849976,1054.074951,1039.099976,1042.025024,1017.011230,2634318
2019-02-20,1044.250000,1055.500000,1040.949951,1054.175049,1028.869629,2446250
2019-02-21,1050.849976,1059.974976,1046.800049,1057.949951,1032.553955,2630772
2019-02-22,1059.699951,1064.050049,1044.550049,1045.724976,1020.622314,4445354
2019-02-25,1047.574951,1064.974976,1047.574951,1062.699951,1037.189819,4070298
2019-02-26,1055.625000,1062.500000,1050.550049,1055.324951,1029.991821,4803714
2019-02-27,1058.050049,1062.224976,1044.074951,1046.125000,1021.012817,3515046
2019-02-28,1046.550049,1052.925049,1036.599976,1038.775024,1013.839172,5822688
2019-03-01,1043.125000,1050.449951,1038.500000,1041.675049,1016.669617,4676464
2019-03-05,1044.449951,1055.550049,1035.000000,1053.550049,1028.259521,5918638
2019-03-06,1055.000000,1055.150024,1045.275024,1052.125000,1026.868652,4229022
2019-03-07,1054.800049,1065.000000,1047.500000,1063.250000,1037.726685,5102426
2019-03-08,1057.525024,1065.000000,1054.724976,1064.099976,1038.556274,3526730
2019-03-11,1066.000000,1071.849976,1061.099976,1064.224976,1038.678101,4612054
2019-03-12,1073.500000,1087.500000,1068.500000,1085.500000,1059.442627,7548646
2019-03-13,1087.500000,1117.000000,1086.050049,1113.275024,1086.550903,28583174
2019-03-14,1122.425049,1123.750000,1105.300049,1112.375000,1085.672485,7689932
2019-03-15,1115.500000,1129.949951,1114.025024,1126.500000,1099.458374,6381544
2019-03-18,1130.949951,1145.824951,1123.500000,1130.724976,1103.581909,7179360
2019-03-19,1134.750000,1137.949951,1125.500000,1133.875000,1106.656372,5978996
2019-03-20,1134.500000,1150.000000,1130.525024,1149.500000,1121.906250,5855996
2019-03-22,1150.000000,1153.500000,1135.400024,1138.074951,1110.755371,15201940
2019-03-25,1130.000000,1143.925049,1126.500000,1140.650024,1113.268799,4599630
2019-03-26,1137.949951,1157.500000,1136.300049,1155.675049,1127.932983,5893424
2019-03-27,1159.275024,1164.025024,1139.525024,1149.724976,1122.125854,6942650
2019-03-28,1149.400024,1162.500000,1143.925049,1151.400024,1123.760620,9777164
2019-04-01,1162.625000,1166.000000,1152.300049,1155.900024,1128.152588,4823538
2019-04-02,1160.000000,1160.000000,1142.724976,1147.425049,1119.881104,5455248
2019-04-03,1146.050049,1158.000000,1144.125000,1146.375000,1118.856323,3829726
2019-04-04,1146.375000,1156.500000,1140.000000,1141.974976,1114.562012,4605776
2019-04-05,1143.900024,1156.875000,1141.000000,1152.800049,1125.127075,4175590
2019-04-08,1159.500000,1161.474976,1140.050049,1144.699951,1117.221313,3199066
2019-04-09,1148.300049,1151.500000,1133.500000,1143.625000,1116.172241,5388800
2019-04-10,1125.000000,1142.000000,1115.500000,1118.675049,1091.821289,54064350
2019-04-11,1122.449951,1131.500000,1118.474976,1128.750000,1101.654419,4396650
2019-04-12,1126.050049,1136.099976,1126.050049,1132.625000,1105.436401,4585222
2019-04-15,1135.000000,1146.449951,1132.175049,1144.400024,1116.928711,5109890
2019-04-16,1145.474976,1154.949951,1140.150024,1152.525024,1124.858643,4136888
2019-04-18,1156.500000,1157.525024,1144.000000,1146.824951,1119.295410,5307428
2019-04-22,1162.500000,1162.500000,1130.500000,1134.349976,1107.119995,10490210
2019-04-23,1138.775024,1145.000000,1120.800049,1122.650024,1095.700806,7641200
2019-04-24,1125.000000,1141.949951,1123.525024,1139.875000,1112.512329,6177064
2019-04-25,1143.449951,1149.400024,1128.974976,1131.724976,1104.557861,9043318
2019-04-26,1132.949951,1142.500000,1128.449951,1140.474976,1113.097900,5853784
2019-04-30,1142.500000,1160.000000,1139.199951,1158.724976,1130.909790,6268418
2019-05-02,1161.750000,1179.824951,1158.750000,1177.900024,1149.624512,8584650
2019-05-03,1182.099976,1189.000000,1178.250000,1183.974976,1155.553467,6175760
2019-05-06,1174.000000,1175.949951,1158.525024,1164.224976,1136.277710,6874046
2019-05-07,1175.949951,1179.000000,1159.000000,1161.175049,1133.301147,4962102
2019-05-08,1161.275024,1161.900024,1144.000000,1153.625000,1125.932251,6032104
2019-05-09,1150.000000,1150.000000,1135.800049,1145.449951,1117.953491,4513862
2019-05-10,1145.675049,1162.449951,1145.675049,1148.250000,1120.686157,5297100
2019-05-13,1148.025024,1156.675049,1140.000000,1143.599976,1116.147827,5535816
2019-05-14,1148.349976,1155.500000,1137.775024,1143.949951,1116.489502,5247372
2019-05-15,1148.000000,1153.599976,1141.099976,1143.349976,1115.903931,4478174
2019-05-16,1140.275024,1159.500000,1140.000000,1155.324951,1127.591309,4025068
2019-05-17,1156.500000,1184.650024,1155.800049,1181.050049,1152.698853,7379390
2019-05-20,1204.000000,1219.349976,1190.000000,1216.175049,1186.980713,8849816
2019-05-21,1219.000000,1224.699951,1199.724976,1201.849976,1172.999634,5162588
2019-05-22,1205.925049,1213.000000,1197.125000,1202.875000,1174.000000,5693330
2019-05-23,1204.500000,1219.949951,1159.550049,1166.050049,1138.059082,16540998
2019-05-24,1179.849976,1193.074951,1170.074951,1186.675049,1158.188965,6846400
2019-05-27,1189.449951,1210.949951,1186.125000,1204.175049,1175.268677,6024512
2019-05-28,1208.250000,1210.000000,1193.525024,1208.099976,1179.099487,3682420
2019-05-29,1205.099976,1215.400024,1205.099976,1208.449951,1179.441162,3737608
2019-05-30,1208.000000,1223.949951,1206.525024,1219.775024,1190.494263,4679600
2019-05-31,1228.400024,1232.500000,1178.400024,1212.675049,1183.564819,9892540
2019-06-03,1213.500000,1229.900024,1212.474976,1228.550049,1199.058716,4240430
2019-06-04,1227.500000,1232.875000,1220.525024,1226.150024,1196.716309,3221494
2019-06-06,1226.599976,1235.000000,1206.675049,1211.675049,1182.588867,7817462
